idMovielens,uriDBpedia
1274,http://dbpedia.org/resource/RoboCop_3
401,http://dbpedia.org/resource/The_Brady_Bunch_Movie
976,http://dbpedia.org/resource/Solo_%281996_film%29
702,http://dbpedia.org/resource/Barcelona_%28film%29
122,http://dbpedia.org/resource/The_Cable_Guy
673,http://dbpedia.org/resource/Cape_Fear_%281962_film%29
1240,http://dbpedia.org/resource/Ghost_in_the_Shell:_S.A.C._Solid_State_Society
1042,http://dbpedia.org/resource/Just_Cause_%28film%29
1630,http://dbpedia.org/resource/The_Silences_of_the_Palace
73,http://dbpedia.org/resource/Maverick_%28film%29
1317,http://dbpedia.org/resource/Journey_Into_Spring
483,http://dbpedia.org/resource/Casablanca_%28film%29
66,http://dbpedia.org/resource/While_You_Were_Sleeping
1086,http://dbpedia.org/resource/It%27s_My_Party_%28film%29
686,http://dbpedia.org/resource/A_Perfect_World
1599,http://dbpedia.org/resource/Swedes_in_America
682,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer
1523,http://dbpedia.org/resource/A_Good_Man_in_Africa_%28film%29
744,http://dbpedia.org/resource/Michael_Collins_%28film%29
1424,http://dbpedia.org/resource/I_Like_It_Like_That_%28film%29
108,http://dbpedia.org/resource/Stealing_Candy
1226,http://dbpedia.org/resource/Night_Falls_on_Manhattan
154,http://dbpedia.org/resource/Monty_Python%27s_Life_of_Brian
1505,http://dbpedia.org/resource/Rehearsal_for_Murder
64,http://dbpedia.org/resource/The_Shawshank_Redemption
63,http://dbpedia.org/resource/Santa_Claws
1649,http://dbpedia.org/resource/BigLove
1515,http://dbpedia.org/resource/Wings_of_Courage
480,http://dbpedia.org/resource/North_by_Northwest
1614,http://dbpedia.org/resource/The_Reluctant_Debutante
499,http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_%28film%29
552,http://dbpedia.org/resource/Species_%28film%29
12,http://dbpedia.org/resource/The_Usual_Suspects
449,http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture
1425,http://dbpedia.org/resource/I%27ll_Do_Anything
1417,http://dbpedia.org/resource/Fate%27s_Turning
681,http://dbpedia.org/resource/Wishmaster_%28film%29
1397,http://dbpedia.org/resource/Of_Human_Bondage_%281934_film%29
1319,http://dbpedia.org/resource/The_Neon_Bible_%28film%29
426,http://dbpedia.org/resource/The_Transformers:_The_Movie
814,http://dbpedia.org/resource/A_Great_Day_in_Harlem_%28film%29
820,http://dbpedia.org/resource/Space_Jam
1097,http://dbpedia.org/resource/La_Haine
1617,http://dbpedia.org/resource/Hugo_Pool
718,http://dbpedia.org/resource/The_Last_Winter
1636,http://dbpedia.org/resource/Big_Brother_Trouble
258,http://dbpedia.org/resource/Contact_%28film%29
905,http://dbpedia.org/resource/Great_Expectations_%281998_film%29
112,http://dbpedia.org/resource/Flipper_%281996_film%29
104,http://dbpedia.org/resource/Theodore_Rex
45,http://dbpedia.org/resource/Eat_Drink_Man_Woman
1253,http://dbpedia.org/resource/Them_Thar_Hills
292,http://dbpedia.org/resource/Rosewood_%28film%29
992,http://dbpedia.org/resource/Head_Above_Water
1192,http://dbpedia.org/resource/The_Boys_of_St._Vincent
368,http://dbpedia.org/resource/Bio-Dome
1573,http://dbpedia.org/resource/Spirits_of_the_Air%2C_Gremlins_of_the_Clouds
583,http://dbpedia.org/resource/Romeo_Is_Bleeding
129,http://dbpedia.org/resource/Boundin%27
925,http://dbpedia.org/resource/Unforgettable_%28film%29
1551,http://dbpedia.org/resource/The_Glass_Shield
42,http://dbpedia.org/resource/Clerks
431,http://dbpedia.org/resource/Highlander_%28film%29
533,http://dbpedia.org/resource/The_Daytrippers
250,http://dbpedia.org/resource/The_Fifth_Element
1544,http://dbpedia.org/resource/It_Takes_Two_%281995_film%29
1183,http://dbpedia.org/resource/Cowboy_Holiday
1518,http://dbpedia.org/resource/Losing_Isaiah
1354,http://dbpedia.org/resource/Venice/Venice
766,http://dbpedia.org/resource/Man_of_the_Year_%281995_film%29
341,http://dbpedia.org/resource/Critical_Care_%28film%29
1594,http://dbpedia.org/resource/Everest_%28film%29
1049,http://dbpedia.org/resource/House_Arrest_%28film%29
561,http://dbpedia.org/resource/Dracula_vs._Frankenstein
257,http://dbpedia.org/resource/Men_in_Black_II
172,http://dbpedia.org/resource/Pink_Five_Strikes_Back
1136,http://dbpedia.org/resource/Ghosts_of_Mississippi
164,http://dbpedia.org/resource/The_Abyss
318,http://dbpedia.org/resource/Schindler%27s_List
1144,http://dbpedia.org/resource/The_Quiet_Room
1450,http://dbpedia.org/resource/Golden_Earrings
661,http://dbpedia.org/resource/High_Noon
162,http://dbpedia.org/resource/On_Golden_Pond_%281981_film%29
572,http://dbpedia.org/resource/Blown_Away_%281994_film%29
327,http://dbpedia.org/resource/Cop_Land
1114,http://dbpedia.org/resource/Faithful_%28film%29
1121,http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
850,http://dbpedia.org/resource/Perfect_Friday
798,http://dbpedia.org/resource/Bad_Company_%281995_film%29
444,http://dbpedia.org/resource/The_Blob
526,http://dbpedia.org/resource/Ben-Hur_%281959_film%29
377,http://dbpedia.org/resource/Heavyweights
512,http://dbpedia.org/resource/Wings_of_Desire
1443,http://dbpedia.org/resource/8_Seconds
302,http://dbpedia.org/resource/L.A._Confidential_%28film%29
1362,http://dbpedia.org/resource/American_Standoff
1309,http://dbpedia.org/resource/A_Very_Natural_Thing
1207,http://dbpedia.org/resource/Jade_%28film%29
653,http://dbpedia.org/resource/Touch_of_Evil
90,http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer
52,http://dbpedia.org/resource/The_Madness_of_King_George
1499,http://dbpedia.org/resource/Grosse_Fatigue
698,http://dbpedia.org/resource/The_Browning_Version_%281951_film%29
1578,http://dbpedia.org/resource/La_Collectionneuse
1392,http://dbpedia.org/resource/Los_Chantas
358,http://dbpedia.org/resource/Spawn_%28film%29
510,http://dbpedia.org/resource/The_Magnificent_Seven
374,http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie
1271,http://dbpedia.org/resource/Northfork
491,http://dbpedia.org/resource/The_Zany_Adventures_of_Robin_Hood
641,http://dbpedia.org/resource/Paths_of_Glory
1282,http://dbpedia.org/resource/Gharshana
69,http://dbpedia.org/resource/Forrest_Gump_%28film%29
1009,http://dbpedia.org/resource/Stealing_Beauty
795,http://dbpedia.org/resource/Richie_Rich_%28film%29
1139,http://dbpedia.org/resource/Hackers_%28film%29
136,http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington
1041,http://dbpedia.org/resource/Forget_Paris
1370,http://dbpedia.org/resource/I_Can%27t_Sleep_%28film%29
440,http://dbpedia.org/resource/Amityville_II:_The_Possession
1641,http://dbpedia.org/resource/Bordertown_%281935_film%29
109,http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
969,http://dbpedia.org/resource/Winnie_the_Pooh_and_the_Blustery_Day
1431,http://dbpedia.org/resource/The_Gay_Deceivers
1040,http://dbpedia.org/resource/Two_If_by_Sea
1663,http://dbpedia.org/resource/Nothing_Personal_%282009_film%29
936,http://dbpedia.org/resource/Brassed_Off
1026,http://dbpedia.org/resource/Land_of_the_Blind
364,http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls
443,http://dbpedia.org/resource/Nirdosh
453,http://dbpedia.org/resource/Jaws_3-D
563,http://dbpedia.org/resource/The_Wings_of_Eagles
1527,http://dbpedia.org/resource/Senseless
1416,http://dbpedia.org/resource/No_Escape
1387,http://dbpedia.org/resource/Fall_Guy
1654,http://dbpedia.org/resource/Chairman_of_the_Board_%28film%29
1333,http://dbpedia.org/resource/Midnight_Madness_%28film%29
1270,http://dbpedia.org/resource/Life_with_Mikey
1344,http://dbpedia.org/resource/Story_of_Barbara
749,http://dbpedia.org/resource/Cat_Chaser
1238,http://dbpedia.org/resource/Full_Speed
1337,http://dbpedia.org/resource/Larger_than_Life_%28film%29
1058,http://dbpedia.org/resource/D-War
1382,http://dbpedia.org/resource/Bonsoir
322,http://dbpedia.org/resource/Murder_at_1600
606,http://dbpedia.org/resource/All_About_Eve
1111,http://dbpedia.org/resource/Double_Happiness_%28film%29
1512,http://dbpedia.org/resource/The_World_of_Apu
1239,http://dbpedia.org/resource/Cutthroat_Island
384,http://dbpedia.org/resource/Naked_Gun_33%E2%85%93:_The_Final_Insult
1493,http://dbpedia.org/resource/A_Foreign_Affair
645,http://dbpedia.org/resource/Paris_Is_Burning_%28film%29
1299,http://dbpedia.org/resource/Penny_Serenade
25,http://dbpedia.org/resource/The_Birdcage
1522,http://dbpedia.org/resource/Trial_by_Jury_%28film%29
920,http://dbpedia.org/resource/Two_Bits
456,http://dbpedia.org/resource/Beverly_Hills_Ninja
354,http://dbpedia.org/resource/The_Wedding_Singer
353,http://dbpedia.org/resource/Deep_Rising
794,http://dbpedia.org/resource/It_Could_Happen_to_You_%28film%29
1173,http://dbpedia.org/resource/Bliss_%281917_film%29
390,http://dbpedia.org/resource/Fear_of_a_Black_Hat
369,http://dbpedia.org/resource/Black_Sheep_%281996_film%29
1019,http://dbpedia.org/resource/The_Musician_Killer
291,http://dbpedia.org/resource/Absolute_Power_%28film%29
140,http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey
511,http://dbpedia.org/resource/Lawrence_of_Arabia_%28film%29
1562,http://dbpedia.org/resource/Desert_Victory
560,http://dbpedia.org/resource/A_Kid_in_King_Arthur%27s_Court
1549,http://dbpedia.org/resource/Dreamland_%28film%29
1435,http://dbpedia.org/resource/Steal_%28film%29
242,http://dbpedia.org/resource/Kolya
1681,http://dbpedia.org/resource/You_So_Crazy
1546,http://dbpedia.org/resource/Shadow_Dancing_%281988_film%29
345,http://dbpedia.org/resource/Deconstructing_Harry
1293,http://dbpedia.org/resource/Star_Kid
87,http://dbpedia.org/resource/Searching_for_Bobby_Fischer
804,http://dbpedia.org/resource/Jimmy_Hollywood
281,http://dbpedia.org/resource/The_River_Wild
412,http://dbpedia.org/resource/A_Very_Brady_Sequel
1151,http://dbpedia.org/resource/Original_Gangstas
332,http://dbpedia.org/resource/Kiss_the_Girls_%28film%29
991,http://dbpedia.org/resource/Keys_to_Tulsa
1509,http://dbpedia.org/resource/Getting_Even_with_Dad
945,http://dbpedia.org/resource/Charade_%281953_film%29
603,http://dbpedia.org/resource/Rear_Window
399,http://dbpedia.org/resource/The_Musketeer
134,http://dbpedia.org/resource/Citizen_Kane
584,http://dbpedia.org/resource/Secret_Scandal
974,http://dbpedia.org/resource/Eye_for_an_Eye_%281996_film%29
1252,http://dbpedia.org/resource/Contempt_%28film%29
1052,http://dbpedia.org/resource/Dracula:_Dead_and_Loving_It
626,http://dbpedia.org/resource/So_Dear_to_My_Heart
1264,http://dbpedia.org/resource/Nothing_to_Lose_%281995_film%29
591,http://dbpedia.org/resource/Primal_Fear_%28film%29
519,http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_%28film%29
1014,http://dbpedia.org/resource/Romy_and_Michele%27s_High_School_Reunion
1595,http://dbpedia.org/resource/Shopping_%28film%29
203,http://dbpedia.org/resource/Unforgiven
553,http://dbpedia.org/resource/A_Walk_in_the_Clouds
1666,http://dbpedia.org/resource/Fire_%281996_film%29
933,http://dbpedia.org/resource/June_R
1051,http://dbpedia.org/resource/The_Associate
1088,http://dbpedia.org/resource/Double_Team_%28film%29
235,http://dbpedia.org/resource/Mars_Attacks%21
929,http://dbpedia.org/resource/Harriet_the_Spy_%281996_film%29
1187,http://dbpedia.org/resource/Switchblade_Sisters
197,http://dbpedia.org/resource/The_Graduate
1177,http://dbpedia.org/resource/Dunston_Checks_In
1388,http://dbpedia.org/resource/Gabbeh_%28film%29
1246,http://dbpedia.org/resource/Bushwhacked_%28film%29
1105,http://dbpedia.org/resource/Firestorm_%28film%29
517,http://dbpedia.org/resource/Manhattanites
450,http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier
39,http://dbpedia.org/resource/Strange_Days_%28film%29
1007,http://dbpedia.org/resource/Waiting_for_Guffman
492,http://dbpedia.org/resource/East_of_Eden_%28film%29
1558,http://dbpedia.org/resource/Aparajito
1028,http://dbpedia.org/resource/Grumpier_Old_Men
105,http://dbpedia.org/resource/Sgt._Bilko_%28film%29
279,http://dbpedia.org/resource/Once_Upon_a_Time_in_Mexico
1168,http://dbpedia.org/resource/Little_Buddha
1035,http://dbpedia.org/resource/Cool_Runnings
1648,http://dbpedia.org/resource/Nieng_Arp
158,http://dbpedia.org/resource/Weekend_at_Bernie%27s_II
720,http://dbpedia.org/resource/First_Knight
1547,http://dbpedia.org/resource/Shool
1036,http://dbpedia.org/resource/Drop_Dead_Fred
1591,http://dbpedia.org/resource/Solution_%28film%29
30,http://dbpedia.org/resource/Belle_de_Jour_%281967_film%29
1099,http://dbpedia.org/resource/Miss_Firecracker
102,http://dbpedia.org/resource/The_Aristocats
1457,http://dbpedia.org/resource/Love_Is_All_There_Is
642,http://dbpedia.org/resource/Critters_4
1376,http://dbpedia.org/resource/Meet_Wally_Sparks
947,http://dbpedia.org/resource/Kid_Blue
190,http://dbpedia.org/resource/Henry_V_%281989_film%29
501,http://dbpedia.org/resource/Dumbo
1171,http://dbpedia.org/resource/Wild_Reeds_%28film%29
1038,http://dbpedia.org/resource/Switchback_%28film%29
1202,http://dbpedia.org/resource/Makdee
1075,http://dbpedia.org/resource/A_Man_of_No_Importance_%28film%29
1345,http://dbpedia.org/resource/Day_the_World_Ended
549,http://dbpedia.org/resource/Rob_Roy_%28film%29
220,http://dbpedia.org/resource/The_Mirror_Has_Two_Faces
888,http://dbpedia.org/resource/One_Night_Stand_%281997_film%29
880,http://dbpedia.org/resource/Soul_Food_%28film%29
315,http://dbpedia.org/resource/Apt_Pupil_%28film%29
477,http://dbpedia.org/resource/Matilda_%28film%29
941,http://dbpedia.org/resource/With_Honors_%28film%29
1134,http://dbpedia.org/resource/Get_on_the_Bus
513,http://dbpedia.org/resource/The_Third_Man
747,http://dbpedia.org/resource/Benny_%26_Joon
1369,http://dbpedia.org/resource/The_Forbidden_Christ
862,http://dbpedia.org/resource/Jingle_All_the_Way
436,http://dbpedia.org/resource/An_American_Werewolf_in_London
339,http://dbpedia.org/resource/Mad_City_%28film%29
323,http://dbpedia.org/resource/Dante%27s_Peak
667,http://dbpedia.org/resource/Audrey_Rose_%28film%29
1254,http://dbpedia.org/resource/Gone_Fishin%27_%28film%29
93,http://dbpedia.org/resource/Welcome_to_the_Dollhouse
72,http://dbpedia.org/resource/Mard
467,http://dbpedia.org/resource/A_Bronx_Tale
402,http://dbpedia.org/resource/Ghostwood
194,http://dbpedia.org/resource/Busting
1580,http://dbpedia.org/resource/Liebelei_%28film%29
1313,http://dbpedia.org/resource/Palmetto_%28film%29
275,http://dbpedia.org/resource/Sense_and_Sensibility_%28film%29
1357,http://dbpedia.org/resource/Man_of_the_Moment_%281955_film%29
